,Text,Emotion
27473, What you said gives me the creeps ! ,fear
27474,"@WalkingstickMtn is a motivator to do, or not to do.  it should be in harmony with other motivators, and naturally is.",fear
27475,To her annoyance a warm blush was steadily creeping into her cheeks . ,anger
27476,When my father died.,sadness
27477,Final collection day for @OCC_shoeboxes ! Come down to Life Care's maint bldg to drop off boxes. On w/ @MYMIX1041 now.  ,joy
27478, What ? ,neutral
27479,What. The. Fuck. So ready for this semester to be over. ,anger
27480, It doesn't look good at all . ,anger
27481,Break! When have you felt absolutely loved &amp; accepted? Remember &amp; feel it again #LJB,joy
27482,The seats are excellent . We're right in the center . ,joy
27483,"One night, at a friend's place I realized that I had everything I most wished, around me.",joy
27484,"The Estonians require a language test before full civil rights are granted , to the dismay of their Russian-speaking population . ",fear
27485,When biking and I felt very bad (problems with heart and respiration).,fear
27486, It seems to me like I may have caught a bug . ,sadness
27487,"WE LOST OUR REMOTE, AND CAN'T CHANGE THE TV WiTHOUT iT..SO iTS VH1 FOR US ",sadness
27488,This SA v Australia series is making me think that match fixing is back into SA cricket!!!!!!!!! ,anger
27489,Four hour car ride ,joy
27490,&quot;Do the thing you fear and the death of fear is certain!&quot; ~Ralph Waldo Emerson  #action,fear
27491,Yet she still finds herself full of frustration and anger towards him . ,anger
27492,"Shut the fuck up, go hang round with your 9 year old pals jsjsjsbnjdosbsis",anger
27493,.. Que frio hace en la calle ... El paseo con de hoy me a gusttado :),joy
27494,Keep ya head up dnt let NO1steal ur joy!..Somthn tht is ritefully urs as a gift 4rm our Father! Own it love it &amp; keep it close &amp; dear!! ,joy
27495,"Watching probable for the 100th time now, what a classic movie with @Alyssa_Milano stunning actor",fear
27496,@THOMfooled Studying for Marketing Research yourself? I don't understand statistics whatsoever! ,anger
27497,Standing on the train cos I don't like sitting next to strangers ,fear
27498,"Sooooo Tired, but I want to watch a movie. ",sadness
27499,"There was one teacher who used to get so mad that she would throw slates around , with the whole class ducking out of the way . ",anger
27500,"Rebecca went in search of her bag , and Lissa sent an irate look in Adam 's direction . ",anger
27501,2 TIX TO TONIGHT'S @OfficialPWG BUT NO FUCKING RIDE!!! FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK FUCK,fear
27502,Doc is determined to win this year knowing this most likely will be it for big 3 era #geterrdoneeee,sadness
27503,Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. Mad at you. ,anger
27504,@AndrewPeterson  makes me giddy. Our little blue house is warmed by the true magic of it.  #speechless #christiscoming,joy
27505,I've paced distraught as a motherless child hunched and heavy hearted ,sadness
27506,@LadyT_14 happy early birthday girl we  youuuu more! ,surprise
27507,"On a recent visit to a day centre , which served both younger disabled and old people , I was told that old people were envious and resentful when computer learning was introduced for the younger disabled people . ",anger
27508,Desi boys was actually a gd movie nt a laughin riot but gd 1 time watch specially whn I'd no hopes w/ it!  #bollywood @akshaykumar,surprise
27509, has anything else happened to you ? ,neutral
27510,Love is the highest vibration in the Universe. It sends shivers of up my spine! #Quote for #love #peace and #joy,joy
27511, Thanks so much . ,joy
27512, I'm sorry . ,sadness
27513, Yes . ,neutral
27514,Lmao @ wht I just heard...........this chick iS so intimidated by me and I'm not in the picture! ...,sadness
27515,Domani vado allo stadio a vedere il  .. L'  quest'anno non la guardo più.. Mette solo  ,sadness
27516,Me: &quot;A new accuser popped up today.&quot; @IronRose83: &quot;For Herman or Penn State?&quot; Me: &quot;...It's sad that you're validly confused.&quot; ,disgust
27517," Aha ! Now I understand.You were trying to buy stolen goods on the sidewalk.So , what I think is , you deserve to get cheated ! ",neutral
27518,"mom got me organic, gluten-free, vegan chips and they're actually amazing #healthybinge",surprise
27519,Oh it's going to be one of those days again. Just like every single day in this ridiculous place ,joy
27520,His face darkened with anger . ,anger
27521,For every win the  get this year I get 150 XP points in &quot;Pure Joy&quot;. Leveling up like crazy in 2011.  #hockey #NHL #dork,joy
27522,"When I hooked a girl in Kitwe.  She was very beautiful for my standards, a rare bird of this kind accepted me as a boyfriend.",joy
27523,Been scared of height my whole life dont think that will ever change ,fear
27524,Working soon in willowick.  thirsty Thursday!!! #letsgetfuckedup,joy
27525,How have I never heard of Elaine May and Mike Nichols!? Thank you @spinmagazine for your '40 Greatest Comedy Albums' list. ,joy
27526,Basketball game yayyy:) freshmans not doing well @erin_glass15 do work today girl,surprise
27527,Wasn't there one word of sympathy he could offer to ease her sorrow at having loved and lost him ? ,sadness
27528,"Her headache seemed to be getting worse and worse , and Raffaella 's command of English slipped as she grew increasingly excited . ",joy
27529,I remember the first time I seen that Blue Waffle pic... ,disgust
27530,@ctalley17 am I not allowed to follow you back. ,sadness
27531,"I felt very sad when I was in Form three to notice that my friend Barley Jumbe, had lost very expensive new sports short trousers.",sadness
27532,My boo on The View! Love you @VinnyGuadagnino ,surprise
27533,She felt guilty when she sensed Beth 's deep sadness . ,sadness
27534,Waking up from a bad dream in a dark night with noone else around.,fear
27535,"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",fear
27536,My roommate being unconsiderate.,anger
27537,Some people have no class or self respect it's a shame ,disgust
27538,"Volgende ronde: een dj-draai/scratchtafel. Beginnen, en maar zien wat ontstaat... Eerst lp's in de verf (pizzaonderkanten) ",surprise
27539,Cant believe this teacher forgot she had lunch time and I am now an hour early to observation ,anger
27540,"Morning! Today I'm sending off a client report for a house &amp; area history - Georgian house in Chelsea. And then, hard labour for 3 days ",joy
27541,to the World stuck in my head for the rest of my life...#Christmasproblems,joy
27542,Its funny how we take a day a year to dress up in costumes and celebrate ,fear
27543, Me too . ,neutral
27544, I'm planning to return to China after graduation . ,neutral
27545," I was . It ’ s just that the holidays are coming up and I won ’ t be able to home because I can ’ t afford the airfare . I ’ m just longing for some of the comforts of home , like my mom ’ s cooking and being around my family . ",sadness
27546,Apparently there's no new Castle tonight. :((((((,sadness
27547," Every day I have less money ! I haven't spent anything , it is just melting away because of the shifts in exchange rate . ",anger
27548,Break! You just won the most valuable prize you can imagine. How does it feel? #LJB,joy
27549,@JillScott12 love it! the ultimate adult weapon!haha!,fear
27550,"Li Yuan was smiling broadly , pleased with himself , proud of his scheme , and delighted that he had Tsu Ma 's approval . ",joy
27551,"Recently my younger brother disappeared for two days without leaving a trace. Usually he tells me when he wants to do something like that, therefore I was afraid that something had happened to him.",fear
27552,I dunno what it is about this free agency shit. It's like Christmas Jr. for me ,sadness
27553,"` Good heavens , no , lady "" came the indignant reply . ",anger
27554,"The seed of suffering in you may be strong, but don't wait until you have no more suffering before allowing happiness. by T. Nhat Hanh ",joy
27555,"When I was a child, my beloved cat gave birth to four beautiful little kittens. Before she had them, she came up to me and I followed her out, then witnessed them being born.",joy
27556," done, final assignment done &amp; final done!!!!! First  as a   =  :-)  #harmony",joy
27557," Oh , come on ! Don't be so sour . These are beautiful shirts . I know if we don't buy some today , you will never go shopping by yourself . ",anger
27558,"Under danger , in the dark , one feels a kind of particular horror at finding oneself alone . ",fear
27559,My old teacher in primary school died.,sadness
27560,Last day at work and the sadness in those amazing Chinese eyes of all my staff is killing me! I had an awesome team! ,sadness
27561,When the reaction set in she had felt utterly miserable . ,sadness
27562, Is 5 PM . Saturday a good time for you ? ,neutral
27563,"is a momentary #madness, so control your #passion or it will control you. ~ G. M. Trevelyan #quote #quotes",anger
27564, I agree . ,joy
27565,Ncaaawww cute maaan ♥ ☺ RT @Bonang_M: My honey's birthday in 5 days... ♥ ,joy
27566,@xMadLorix no1 deserves post weekend fear :(,fear
27567,"Tonight I looked into the mirror and someone different looked back, it was nice  ",joy
27568, Fine . ,neutral
27569,actually leaving my hair curly for once ,surprise
27570,What a lovely day in bristol so far... Twilight tonight #sarcasm,joy
27571,Harry Potter is recorded.  ,joy
